@  id    name        volt      Eq            R         X         B             I_node            J_node           I_P          I_Q          J_P          J_Q          I_off        J_off        Ih          Pi_meas          Qi_meas          Pj_meas          Qj_meas           I_nd          J_nd         I_bs          J_bs         I_island     J_island     R*              X*              B*
// 序号  交流线路名  电压等级  等值线路标志  线路电阻  线路电抗  线路单端电纳  I端所在拓扑节点   J端所在拓扑节点  I端有功功率  I端无功功率  J端有功功率  J端无功功率  I端开断标志  J端开断标志  允许载流量  I端有功功率量测  I端无功功率量测  J端有功功率量测  J端无功功率量测   I端物理节点   J端物理节点  I端计算节点   J端计算节点  I端电气岛号  J端电气岛号  线路电阻标幺值  线路电抗标幺值  线路单端电纳标幺值
#  456  辽宁.乾李一线  220  0  0.260000  2.080000  1.290500e-05  辽宁.乾武站.220.1299   辽宁.李石寨站.220.1069    116.328     21.228   -116.257    -21.987  0  0   1600.000    114.47     20.66   -115.88    -22.53  31133  30849  1299  1069  0  0  0.000491  0.003932  0.006827
#  457  辽宁.乾李二线  220  0  0.270000  1.730000  1.050000e-05  辽宁.乾武站.220.1299   辽宁.李石寨站.220.1069    139.998     21.414   -139.893    -21.817  0  0   1600.000    139.04     22.34   -137.07    -22.55  31132  30844  1299  1069  0  0  0.000510  0.003270  0.005554
#  458  辽宁.桥长线  220  0  1.585400  9.870000  5.992000e-05  辽宁.桥东站.220.1309   辽宁.长山站.220.634     11.410    -14.348    -11.402      8.273  0  0   1400.000     10.90    -15.36    -12.31      8.76  31094  30142  1309  634  0  0  0.002997  0.018658  0.031698
#  459  辽宁.桥蟠一线  220  0  0.460000  2.720000  1.868300e-05  辽宁.大石桥站.220.689   辽宁.蟠龙站.220.1259    100.508     16.819   -100.417    -18.232  0  0   1380.000    101.09     13.21   -100.79    -12.71  30281  31062  689  1259  0  0  0.000870  0.005142  0.009883
#  460  辽宁.桥蟠二线  220  0  0.770000  3.700000  1.334500e-05  辽宁.大石桥站.220.689   辽宁.蟠龙站.220.1259     73.801      9.522    -73.720    -10.525  0  0   1220.000     75.12     10.89    -74.33    -10.70  30280  31063  689  1259  0  0  0.001456  0.006994  0.007060
#  461  辽宁.桥普甲线  220  0  1.670000  10.679999  6.616000e-05  辽宁.桥东站.220.1309   辽宁.普兰店站.220.1274     69.565     -4.145    -69.406     -1.578  0  0   1400.000     73.07     -2.32    -72.11     -3.06  31090  31059  1309  1274  0  0  0.003157  0.020189  0.034999
#  462  辽宁.桥普乙线  220  0  1.730000  10.729999  6.639500e-05  辽宁.桥东站.220.1309   辽宁.普兰店站.220.1274     69.184     -4.481    -69.022     -1.272  0  0   1400.000     71.64     -2.68    -72.64     -3.28  31089  31058  1309  1274  0  0  0.003270  0.020284  0.035123
#  463  辽宁.祁虎线  220  0  0.390000  2.500000  1.702000e-05  辽宁.虎石台站.220.941   辽宁.祁家站.220.1286    -29.868     18.695     29.877    -20.416  0  0   1420.000    -27.87     25.91     27.14    -28.56  30554  31119  941  1286  0  0  0.000737  0.004726  0.009004
#  464  东北.青北一线  500  0  4.760000  76.070000  5.882100e-04  东北.青山站.500.97   东北.北宁站.500.561    386.154    -20.341   -383.646    -35.580  0  0   3200.000    391.32    -14.47   -391.83    -29.44  29132  30065  97  561  0  0  0.001727  0.027599  1.621254
#  465  东北.青北二线  500  0  4.815000  75.760002  5.879049e-04  东北.青山站.500.97   东北.北宁站.500.561    387.744    -20.495   -385.186    -35.094  0  0   3200.000    389.80    -15.99   -397.92    -23.35  29136  30067  97  561  0  0  0.001747  0.027487  1.620413
#  466  辽宁.清昌线  220  0  3.660000  14.640000  4.826000e-05  辽宁.昌图站.220.641   辽宁.清河厂.220.1320    -50.752     16.000     50.949    -20.450  0  0   1220.000    -49.69     15.63     50.32    -20.12  30149  31107  641  1320  0  0  0.006919  0.027675  0.025530
#  467  东北.清东线  500  0  1.735000  26.165003  2.086645e-04  东北.沈东站.500.1358   辽宁.清河厂.500.1319   -532.080    -28.109    533.844    -62.036  0  0   1250.000   -533.67    -21.93    533.76    -63.75  31157  31116  1358  1319  0  0  0.000629  0.009493  0.575132
#  468  辽宁.清郭线  220  0  3.024000  16.781000  1.012500e-04  辽宁.清河厂.220.1320   辽宁.郭家站.220.867     53.394    -24.463    -53.215     14.452  0  0   1220.000     52.01    -23.60    -52.01     13.46  31115  30407  1320  867  0  0  0.005716  0.031722  0.053561
#  469  辽宁.青黑线  220  0  2.060000  11.360001  6.013000e-05  辽宁.黑山站.220.907   辽宁.青堆子站.220.1316     29.073      1.501    -29.040     -7.801  0  0   1220.000     27.47      1.21    -27.20     -8.44  30567  31081  907  1316  0  0  0.003894  0.021474  0.031809
#  470  辽宁.清虎线  220  0  7.180000  33.799999  2.051900e-04  辽宁.虎石台站.220.941   辽宁.清河厂.220.1320    -31.662    -29.902     31.850      8.915  0  0   1220.000    -31.26    -30.91     29.30      8.03  30552  31113  941  1320  0  0  0.013573  0.063894  0.108546
#  471  辽宁.清开一线  220  0  0.580800  2.710400  1.114700e-05  辽宁.开原站.220.1034   辽宁.清河厂.220.1320   -107.838     19.433    107.967    -20.038  0  0   1220.000   -107.82     14.89    107.98    -16.21  30735  31109  1034  1320  0  0  0.001098  0.005124  0.005897
#  472  辽宁.清牛线  220  0  3.479000  17.500000  1.111400e-04  辽宁.牛岗站.220.1246   辽宁.清河厂.220.1320    -56.515    -25.863     56.750     15.128  0  0   1220.000    -55.07    -26.35     53.96     15.36  30983  31112  1246  1320  0  0  0.006577  0.033081  0.058793
#  473  辽宁.青沙线  220  0  5.156000  27.930000  1.083896e-04  辽宁.青堆子站.220.1316   辽宁.黄沙站.220.974      0.000     -0.000      0.000    -10.936  1  0    800.000      0.00      0.00      0.00    -10.72  31079  30572  1316  974  0  0  0.009747  0.052798  0.057338
#  474  辽宁.清沈线  220  0  4.430000  26.979000  1.476370e-04  辽宁.清河厂.220.1320   东北.沈东站.220.1359     -2.984     21.001      3.053    -36.351  0  0   1220.000     -3.80     20.38      4.42    -37.19  31114  31148  1320  1359  0  0  0.008374  0.051000  0.078100
#  475  辽宁.清铁线  220  0  3.162500  12.650000  5.485499e-05  辽宁.清河厂.220.1320   辽宁.铁岭站.220.1473     61.104     22.623    -60.847    -27.487  0  0   1030.000     58.71     22.97    -58.92    -29.46  31111  31348  1320  1473  0  0  0.005978  0.023913  0.029018
#  476  东北.青燕一线  500  0  3.350000  35.619999  2.653300e-04  东北.青山站.500.97   东北.燕南站.500.1630    719.784   -103.454   -713.689     17.079  0  0   2840.000    701.94   -108.87   -708.03     18.78  29307  31687  97  1630  0  0  0.001215  0.012923  0.731316
#  477  东北.青燕二线  500  0  3.860000  40.370003  3.092900e-04  东北.青山站.500.97   东北.燕南站.500.1630    634.961   -113.702   -629.495     -5.364  0  0   3200.000    623.52   -114.96   -625.80      0.00  29140  31683  97  1630  0  0  0.001400  0.014647  0.852481
#  478  辽宁.热东一线  220  0  0.080000  0.710000  6.125000e-06  辽宁.东胜站.220.753   辽宁.沈西热厂.220.1368   -106.125    -40.504    106.145     40.042  0  0   1730.000   -105.22    -35.20    105.34     35.38  30286  31291  753  1368  0  0  0.000151  0.001342  0.003240
#  479  辽宁.热东二线  220  0  0.103700  0.700000  5.890000e-06  辽宁.东胜站.220.753   辽宁.沈西热厂.220.1368   -108.502    -37.121    108.528     36.684  0  0   1730.000   -102.30    -33.83    102.93     33.77  30287  31292  753  1368  0  0  0.000196  0.001323  0.003116
#  480  辽宁.热环一线  220  0  0.101600  0.780000  8.006999e-06  辽宁.营口热厂.220.1669   辽宁.五环站.220.1553    289.287     47.231   -289.121    -46.809  0  0   3360.000    289.68     46.33   -289.35    -49.56  31690  31463  1669  1553  0  0  0.000192  0.001474  0.004236
#  481  辽宁.热环二线  220  0  0.100500  0.780000  8.319999e-06  辽宁.营口热厂.220.1669   辽宁.五环站.220.1553    289.272     47.624   -289.109    -47.235  0  0   3360.000    288.56     46.33   -289.68    -49.90  31691  31464  1669  1553  0  0  0.000190  0.001474  0.004401
#  482  辽宁.热金线  220  0  0.580000  4.450000  9.845000e-05  辽宁.大开火厂.220.679   东北.金家站.220.993    111.341     41.364   -111.179    -50.307  0  0   1600.000    111.72     39.66   -112.20    -46.09  30268  30640  679  993  0  0  0.001096  0.008412  0.052080
#  483  辽宁.热南一线  220  0  0.740000  5.650000  3.532500e-05  辽宁.锦州热厂.220.1017   辽宁.南山站.220.1230    109.979     29.061   -109.802    -31.544  0  0   1600.000    110.56     28.48   -110.95    -31.26  30660  30998  1017  1230  0  0  0.001399  0.010681  0.018687
#  484  辽宁.热南二线  220  0  0.680000  5.500000  3.524500e-05  辽宁.锦州热厂.220.1017   辽宁.南山站.220.1230    112.850     30.756   -112.678    -33.190  0  0   1600.000    111.12     28.41   -111.30    -31.62  30661  30997  1017  1230  0  0  0.001285  0.010397  0.018645
#  485  辽宁.热祁线  220  0  0.447000  2.760000  1.727000e-05  辽宁.祁家站.220.1286   辽宁.沈海厂.220.1364    104.594    -17.598   -104.498     16.382  0  0   1400.000    103.49    -16.90   -102.40     16.55  31122  31200  1286  1364  0  0  0.000845  0.005217  0.009136
#  486  辽宁.热石线  220  0  0.370000  2.690000  6.746499e-05  辽宁.大开火厂.220.679   辽宁.北石洞站.220.577    113.231     21.075   -113.135    -27.384  0  0   1600.000    110.05     21.23   -111.95    -25.67  30269  30080  679  577  0  0  0.000699  0.005085  0.035689
#  487  辽宁.热顺甲线  220  0  0.199100  1.190700  7.369500e-05  辽宁.顺城站.220.1397   辽宁.沈海厂.220.1364    -72.647    -12.722     72.667      5.135  0  0    600.000    -72.50    -13.02     72.86      5.57  789  31198  1397  1364  0  0  0.000376  0.002251  0.038985
#  488  辽宁.热顺乙线  220  0  0.199100  1.190700  7.071500e-05  辽宁.顺城站.220.1396   辽宁.沈海厂.220.1364    -71.292    -13.895     71.312      6.616  0  0    600.000    -71.21    -14.15     70.85      6.81  31139  31201  1396  1364  0  0  0.000376  0.002251  0.037408
#  489  辽宁.热文一线  220  0  0.350000  1.718000  1.172790e-05  辽宁.苏家屯热厂.220.1422   辽宁.文成站.220.1540    133.665     56.606   -133.524    -57.146  0  0   1220.000    130.21     58.97   -133.10    -60.12  31207  31420  1422  1540  0  0  0.000662  0.003248  0.006204
#  490  辽宁.热文二线  220  0  0.330000  1.740000  1.164940e-05  辽宁.苏家屯热厂.220.1422   辽宁.文成站.220.1540    131.547     57.824   -131.417    -58.361  0  0   1220.000    129.32     53.16   -136.00    -58.84  31208  31421  1422  1540  0  0  0.000624  0.003289  0.006163
#  491  辽宁.热张线  220  0  1.350000  7.980000  1.513600e-04  辽宁.沈海厂.220.1364   辽宁.张官站.220.1711    -40.340    -29.050     40.394     13.458  0  0   1400.000    -42.38    -30.32     41.50     13.70  31199  31749  1364  1711  0  0  0.002552  0.015085  0.080069
#  492  辽宁.三铁一线  220  0  0.137400  0.710900  8.179700e-06  辽宁.鞍钢三厂.220.527   辽宁.钢铁站.220.823    141.981     35.735   -141.927    -36.337  0  0   1380.000    141.85     38.18   -141.85    -38.95  29977  30453  527  823  0  0  0.000260  0.001344  0.004327
#  493  东北.沙北线  500  0  3.902500  36.044998  2.788165e-04  东北.沙河营站.500.1340   东北.北宁站.500.561   -282.019    -66.822    283.139    -78.091  0  0   3200.000   -280.50    -63.00    283.21    -76.13  31189  30061  1340  561  0  0  0.001416  0.013078  0.768488
#  494  东北.沙董一线  500  0  1.280000  21.540001  1.692460e-04  东北.董家站.500.738   东北.沙河营站.500.1340    312.686    -80.277   -312.228     -5.825  0  0   3200.000    303.70    -81.20   -294.00     -3.00  30242  31191  738  1340  0  0  0.000464  0.007815  0.466484
#  495  东北.沙董二线  500  0  1.750000  21.990000  1.747410e-04  东北.董家站.500.738   东北.沙河营站.500.1340    305.143     63.393   -304.544     -2.130  0  0   3200.000    300.00     70.00   -291.00     -4.50  30234  31194  738  1340  0  0  0.000635  0.007978  0.481630
#  496  辽宁.沙河线  220  0  2.927000  15.532001  9.204911e-05  东北.沙河营站.220.1341   辽宁.女儿河站.220.1256    -13.420      6.266     13.436    -16.113  0  0   1220.000    -16.00      5.80     17.57    -16.33  31179  30944  1341  1256  0  0  0.005533  0.029361  0.048694
#  497  辽宁.沙浑北线  220  0  0.890000  5.530000  3.289000e-05  辽宁.浑河站.220.979   东北.沙岭站.220.1347   -114.511      6.737    114.737     -8.757  0  0   1220.000   -111.87      8.68    110.65    -10.65  30492  31218  979  1347  0  0  0.001682  0.010454  0.017399
#  498  辽宁.沙浑南线  220  0  0.770000  5.430000  3.283000e-05  辽宁.浑河站.220.979   东北.沙岭站.220.1347   -117.091      4.731    117.295     -6.711  0  0   1420.000   -114.44      5.46    112.67     -7.70  30493  31217  979  1347  0  0  0.001456  0.010265  0.017367
#  499  辽宁.山城一线  220  0  0.222500  1.809100  1.320350e-05  辽宁.城昂站.220.651   东北.鞍山站.220.530    -56.479    -18.105     56.494     16.858  0  0   1600.000    -57.12    -16.79     57.12     12.83  30104  29985  651  530  0  0  0.000421  0.003420  0.006985
#  500  辽宁.山城二线  220  0  0.205000  1.847800  1.332900e-05  辽宁.城昂站.220.651   东北.鞍山站.220.530    -55.166    -18.427     55.179     17.165  0  0   1600.000    -55.33    -16.79     55.35     13.16  30103  29984  651  530  0  0  0.000388  0.003493  0.007051
#  501  辽宁.上草线  220  0  2.167000  12.450001  3.909300e-05  辽宁.上善站.220.1355   辽宁.草河口站.220.648     12.616    -37.102    -12.557     33.364  0  0    800.000     12.71    -36.19    -12.22     32.49  31270  30115  1355  648  0  0  0.004096  0.023535  0.020680
#  502  辽宁.沙宁一线  220  0  0.210000  1.540000  9.120000e-06  辽宁.宁官站.220.1236   东北.沙岭站.220.1347    -90.783    -16.695     90.817     15.997  0  0   1220.000    -91.34    -15.86     91.51     15.90  30980  31214  1236  1347  0  0  0.000397  0.002911  0.004824
#  503  辽宁.沙宁二线  220  0  0.260000  1.540000  9.105000e-06  辽宁.宁官站.220.1236   东北.沙岭站.220.1347    -90.811    -13.742     90.853     13.043  0  0   1220.000    -92.90    -15.19     91.63     15.22  30981  31215  1236  1347  0  0  0.000491  0.002911  0.004817
#  504  东北.沙蒲一线  500  0  1.270000  11.000000  8.796449e-05  东北.沙岭站.500.1346   东北.蒲河站.500.1268    148.159   -163.279   -147.970    115.702  0  0   3200.000    148.98   -164.04   -154.80    112.68  31234  31050  1346  1268  0  0  0.000461  0.003991  0.242452
#  505  东北.沙蒲二线  500  0  1.160000  13.400000  1.067650e-04  东北.沙岭站.500.1346   东北.蒲河站.500.1268    125.191   -140.448   -125.075     82.071  0  0   3200.000    127.09   -144.00   -122.83     83.75  31235  31048  1346  1268  0  0  0.000421  0.004862  0.294271
#  506  辽宁.沙绥二线  220  0  4.850000  25.170002  1.495950e-04  东北.沙河营站.220.1341   辽宁.绥中站.220.1425     67.133     -7.516    -66.729     -6.481  0  0   1220.000     66.00     -5.20    -66.00     -7.40  31186  31306  1341  1425  0  0  0.009168  0.047580  0.079136
#  507  辽宁.沙团一线  220  0  0.974000  6.050000  3.498000e-05  东北.沙河营站.220.1341   辽宁.团山站.220.1501    120.817     26.997   -120.540    -29.037  0  0   1220.000    119.40     25.00   -119.98    -27.20  31183  31375  1341  1501  0  0  0.001841  0.011437  0.018504
#  508  辽宁.沙团二线  220  0  0.710000  4.496500  2.683500e-05  东北.沙河营站.220.1341   辽宁.团山站.220.1501    162.519     37.928   -162.152    -38.492  0  0   1220.000    165.00     37.50   -166.93    -39.59  31184  31374  1341  1501  0  0  0.001342  0.008500  0.014196
#  509  辽宁.沙西一线  220  0  0.913700  4.254000  2.003500e-05  辽宁.锦西站.220.1007   东北.沙河营站.220.1341    -73.632    -13.951     73.727     12.230  0  0   1220.000    -69.16    -15.44     69.30     12.10  30670  31180  1007  1341  0  0  0.001727  0.008042  0.010599
#  510  辽宁.沙西二线  220  0  0.918750  3.675000  2.003500e-05  辽宁.锦西站.220.1007   东北.沙河营站.220.1341    -85.021    -13.031     85.146     11.371  0  0   1220.000    -84.60    -19.30     83.70     16.50  30671  31181  1007  1341  0  0  0.001737  0.006947  0.010599
#  511  辽宁.沙西三线  220  0  0.600000  4.230000  2.257500e-05  东北.沙河营站.220.1341   辽宁.锦西站.220.1007     73.940     17.605    -73.875    -19.587  0  0   1220.000     75.10     14.80    -73.23    -17.37  31182  30672  1341  1007  0  0  0.001134  0.007996  0.011942
#  512  辽宁.沙兴一线  220  0  1.450000  7.850000  4.922000e-05  辽宁.兴城站.220.1599   东北.沙河营站.220.1341   -110.945    -19.344    111.287     15.894  0  0   1220.000   -113.97    -19.10    110.10     14.10  31535  31185  1599  1341  0  0  0.002741  0.014839  0.026037
#  513  辽宁.沙杨一线  220  0  0.860000  5.140000  3.297000e-05  东北.沙河营站.220.1341   辽宁.杨杖子站.220.1646     -6.289     -6.777      6.290      3.214  0  0   1220.000     -7.20     -5.20      7.54      2.79  31187  31733  1341  1646  0  0  0.001626  0.009716  0.017441
#  514  辽宁.沙杨二线  220  0  0.840000  5.150000  3.140000e-05  辽宁.杨杖子站.220.1646   东北.沙河营站.220.1341      6.261      3.318     -6.260     -6.712  0  0   1220.000      7.26      2.65     -6.90     -5.20  31734  31188  1646  1341  0  0  0.001588  0.009735  0.016611
#  515  辽宁.沙于北线  220  0  0.740000  3.620000  2.449000e-05  东北.沙岭站.220.1347   辽宁.于洪站.220.1688     55.053     13.773    -55.006    -16.094  0  0   1420.000     54.01     13.48    -54.01    -16.08  31220  31636  1347  1688  0  0  0.001399  0.006843  0.012955
#  516  辽宁.沙于南线  220  0  0.700900  3.800000  2.462000e-05  东北.沙岭站.220.1347   辽宁.于洪站.220.1688     52.355     14.118    -52.315    -16.461  0  0   1420.000     54.01     13.87    -54.01    -16.40  31219  31637  1347  1688  0  0  0.001325  0.007183  0.013024
